Week,Total_Stake,Fund_NMR_Payout,Fund_Performance_Pct,Benchmark_Return,Cumulative_Fund_Return,Cumulative_Benchmark_Return,NMR_Price_Chg,Cumulative_Fund_Return_USD,Cumul_Quant_Return_Plot,Cumul_Benchmark_Return_Plot
07/17/2022,85.51,-1.372,-1.6,9.49,106.99,79.7,-7.48,49.36,95.62,71.72
07/24/2022,85.9,0.38999999999999996,0.45,4.56,107.47,83.33,-8.79,45.24,96.05,74.99
07/31/2022,85.09,-0.3506000000000001,-0.41,-2.95,107.03,80.87,3.81,46.78,95.66,72.78
08/07/2022,89.85,-0.8500000000000002,-0.95,-6.69,106.01,75.46,-5.16,43.92,94.75,67.91
08/14/2022,90.89,0.77,0.85,-7.7,106.91,69.65,-7.49,41.0,95.56,62.68
08/21/2022,89.53,0.99,1.11,-6.8,108.1,64.91,-3.0,40.23,96.62,58.42
08/28/2022,89.91,0.77,0.86,-9.14,109.03,58.98,9.7,44.48,97.45,53.08
09/04/2022,61.71999999999999,0.6813,1.1,-3.19,110.23,57.1,-11.42,39.89,98.52,51.39
09/11/2022,55.040000000000006,1.3199999999999998,2.4,-9.31,112.88,51.78,-0.62,40.6,100.88,46.61
09/18/2022,83.60000000000001,-0.595,-0.71,-3.88,112.08,49.77,5.02,42.35,100.16,44.8
09/25/2022,90.55,1.1,1.21,5.64,113.44,52.58,0.2,42.95,101.37,47.33
10/02/2022,91.31000000000002,-1.381,-1.51,2.98,111.73,54.15,-21.14,33.22,99.84,48.74
10/09/2022,85.61999999999999,1.0027,1.17,6.65,113.04,57.75,-7.48,31.12,101.01,51.98
10/16/2022,61.830000000000005,0.72,1.16,7.99,114.35,62.36,3.63,32.61,102.18,56.13
10/23/2022,92.72999999999999,-1.12,-1.21,4.79,112.97,65.35,26.12,40.73,100.94,58.82
10/30/2022,99.00999999999999,-1.2200000000000002,-1.23,2.95,111.58,67.28,-6.39,37.63,99.7,60.56
11/06/2022,80.92000000000002,2.34,2.89,3.66,114.8,69.74,-2.0,37.96,102.58,62.78
11/13/2022,94.32000000000001,0.5100000000000001,0.54,1.31,115.42,70.65,-8.18,35.06,103.13,63.6
11/20/2022,93.54,0.81,0.87,-4.76,116.42,67.29,16.75,41.24,104.03,60.57
11/27/2022,97.27000000000001,1.7200000000000002,1.77,-3.56,118.48,64.89,7.56,45.09,105.87,58.41
12/04/2022,101.47,2.05,2.02,-3.08,120.87,62.89,-100.0,0.91,108.01,56.61
12/11/2022,69.15,-0.69,-1.0,-2.75,119.66,61.16,,,106.93,55.05
12/18/2022,97.47999999999999,0.16999999999999993,0.17,3.79,119.86,63.48,,,107.11,57.14
12/25/2022,124.71,1.1179999999999999,0.9,4.95,120.94,66.62,,,108.07,59.97
01/01/2023,71.7,0.08000000000000002,0.11,6.08,121.07,70.67,,,108.19,63.62
01/08/2023,69.0,-1.7400000000000002,-2.52,5.85,118.02,74.8,,,105.46,67.34
01/15/2023,127.78,-3.16,-2.47,3.42,115.1,77.36,,,102.86,69.64
01/22/2023,129.93,-2.287,-1.76,0.79,113.07,77.97,,,101.05,70.19
01/29/2023,132.06,-2.4,-1.82,-2.21,111.01,76.25,,,99.21,68.64
02/05/2023,134.63,-0.1529999999999999,-0.11,-3.6,110.89,73.5,inf,,99.1,66.17
02/12/2023,135.4,0.8300000000000002,0.61,-4.54,111.57,70.16,-56.51,,99.7,63.17
02/19/2023,144.72,3.3000000000000003,2.28,-0.15,114.11,70.05,-100.0,,101.97,63.08
02/26/2023,114.83,-2.17,-1.89,0.05,111.95,70.09,,,100.04,63.11
03/05/2023,116.24,2.04,1.75,2.58,113.91,71.9,,,101.79,64.74
03/12/2023,152.39,3.26,2.14,6.18,116.35,76.34,,,103.97,68.74
